date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:00:01	29621/29621	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2012:00:01%20GMT	https://developer.mozilla.org/en/DOM/HTMLOutputElement	developer.mozilla.org/en/DOM/HTMLOutputElement.html	(from )
15:00:02	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Dec%202010%2012:00:02%20GMT	https://developer.mozilla.org/en/DOM/HTMLParagraphElement	developer.mozilla.org/en/DOM/HTMLParagraphElement.65.delayed	(from )
15:00:03	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Dec%202010%2012:00:03%20GMT	https://developer.mozilla.org/en/DOM/HTMLParamElement	developer.mozilla.org/en/DOM/HTMLParamElement.66.delayed	(from )
15:00:04	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Dec%202010%2012:00:04%20GMT	https://developer.mozilla.org/en/DOM/HTMLPreElement	developer.mozilla.org/en/DOM/HTMLPreElement.67.delayed	(from )
15:00:05	22338/22338	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2012:00:04%20GMT	https://developer.mozilla.org/en/DOM/HTMLQuoteElement	developer.mozilla.org/en/DOM/HTMLQuoteElement.html	(from )
15:00:06	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Dec%202010%2012:00:06%20GMT	https://developer.mozilla.org/en/DOM/HTMLScriptElement	developer.mozilla.org/en/DOM/HTMLScriptElement.69.delayed	(from )
15:00:14	46703/46703	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2012:00:06%20GMT	https://developer.mozilla.org/en/DOM/HTMLSelectElement	developer.mozilla.org/en/DOM/HTMLSelectElement.html	(from )
15:00:15	22815/22815	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2012:00:15%20GMT	https://developer.mozilla.org/en/DOM/HTMLSourceElement	developer.mozilla.org/en/DOM/HTMLSourceElement.html	(from )
15:00:16	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Dec%202010%2012:00:16%20GMT	https://developer.mozilla.org/en/DOM/HTMLSpanElement	developer.mozilla.org/en/DOM/HTMLSpanElement.6c.delayed	(from )
15:00:17	25790/25790	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2012:00:16%20GMT	https://developer.mozilla.org/en/DOM/HTMLTableElement	developer.mozilla.org/en/DOM/HTMLTableElement.html	(from )
15:00:18	23339/23339	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2012:00:17%20GMT	https://developer.mozilla.org/en/DOM/HTMLTableCaptionElement	developer.mozilla.org/en/DOM/HTMLTableCaptionElement.html	(from )
15:00:19	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Dec%202010%2012:00:18%20GMT	https://developer.mozilla.org/en/DOM/HTMLTableCellElement	developer.mozilla.org/en/DOM/HTMLTableCellElement.6f.delayed	(from )
15:00:21	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Dec%202010%2012:00:19%20GMT	https://developer.mozilla.org/en/DOM/HTMLTableDataCellElement	developer.mozilla.org/en/DOM/HTMLTableDataCellElement.70.delayed	(from )
15:00:21	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Dec%202010%2012:00:21%20GMT	https://developer.mozilla.org/en/DOM/HTMLTableHeaderCellElement	developer.mozilla.org/en/DOM/HTMLTableHeaderCellElement.71.delayed	(from )
15:00:23	26147/26147	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2012:00:22%20GMT	https://developer.mozilla.org/en/DOM/HTMLTableColElement	developer.mozilla.org/en/DOM/HTMLTableColElement.html	(from )
15:00:23	23519/23519	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Dec%202010%2012:00:23%20GMT	https://developer.mozilla.org/en/DOM/HTMLTableRowElement	developer.mozilla.org/en/DOM/HTMLTableRowElement.html	(from )
